,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,free_SO2_ratio,alcohol_surgar_ratio,sugar_acidity_ratio,fixed_acidity_ratio
6555,0.24045051847107238,0.17747966040000634,0.19163237668674987,0.12738477400307113,0.03757798847176238,0.09853489909721891,0.24850372031105497,0.09152336502024518,0.31782945736434076,0.24051109286517125,0.7060356781884162,0.28189710171616217,0.07255541193820594,0.16064084429602477,0.7637350381104553
6022,0.23320262007909126,0.07333333333333332,0.1917233072034681,0.012269938650306747,0.05322854821486007,0.10779022925467276,0.29152486869279465,0.10383039728516101,0.49342742629109576,0.18270670231838695,0.39067266629933683,0.2623917414004848,0.4266678553551617,0.018643203893819526,0.8948879786589362
2279,0.2644628099173554,0.10666666666666665,0.1927710843373494,0.010736196319018405,0.046511627906976744,0.13194444444444445,0.2695852534562212,0.09427414690572533,0.3488372093023253,0.11235955056179776,0.4637681159420288,0.35275695169403054,0.4824542835434125,0.015113396119072461,0.8625269695571394
8595,0.22714347187638345,0.23242180048521197,0.12339975962073735,0.05209926410135705,0.03505888724468937,0.06776263855193611,0.22301635888800464,0.05882720839159718,0.4421029442319002,0.17628601109965958,0.6956521739130437,0.21143577283588516,0.17478230904699396,0.06781903960820757,0.6871027477589682
552,0.47933884297520657,0.5333333333333333,0.16867469879518077,0.02760736196319018,0.12790697674418605,0.10069444444444443,0.3248847926267281,0.2080200501253131,0.4031007751937983,0.17415730337078655,0.2028985507246377,0.2173429683157309,0.2137850128899574,0.021759835986141687,0.5472575948167426
6796,0.2512312907809463,0.05387207368269594,0.22529509749695492,0.011596024983594008,0.06803919347806944,0.1766624424353938,0.30553228989747805,0.1194147012265328,0.5020359373667771,0.38358297531397706,0.2910262471362955,0.4219576728369655,0.4161456705878938,0.017136980294932692,0.9249392201236504
4268,0.23140495867768585,0.3733333333333333,0.16867469879518077,0.05828220858895705,0.03820598006644518,0.0625,0.16589861751152074,0.0626566416040113,0.3023255813953485,0.2247191011235955,0.7101449275362319,0.26469121021650205,0.15747209370301218,0.07266391275056108,0.5197859895489083
3596,0.2479338842975206,0.09999999999999999,0.2530120481927711,0.10429447852760737,0.05813953488372092,0.1909722222222222,0.4216589861751152,0.16753422016579833,0.387596899224806,0.14606741573033705,0.18840579710144945,0.3278570399192967,0.06169330121477966,0.13246173308752376,0.865208442373703
2980,0.44628099173553704,0.12666666666666665,0.20481927710843376,0.151840490797546,0.05647840531561461,0.16666666666666666,0.5115207373271888,0.19838056680161742,0.24806201550387552,0.10674157303370786,0.34782608695652173,0.23032288893439823,0.04646757234307562,0.14000646639449257,0.8912998395789495
5954,0.27122126303875815,0.07211848551793155,0.1578580916079665,0.012897065051909302,0.06255442141194623,0.15554012775374154,0.19548384530484308,0.10676519334830573,0.5035315343470982,0.1414731863612936,0.36760078760319614,0.5780529224862523,0.40983287147445807,0.01759890012500679,0.9078275463117957
2571,0.22314049586776852,0.18666666666666665,0.29518072289156627,0.035276073619631906,0.03488372093023256,0.05208333333333333,0.20276497695852536,0.05957200694042797,0.29457364341085235,0.15168539325842695,0.5942028985507246,0.1767530424704032,0.22840844734195193,0.047799145196243495,0.7426175887962412
1825,0.28099173553719003,0.17333333333333334,0.26506024096385544,0.05521472392638037,0.06312292358803986,0.1736111111111111,0.31797235023041476,0.07499518025833751,0.2248062015503871,0.30337078651685395,0.6231884057971016,0.39721141374837865,0.1572864467166816,0.0658486551978974,0.7884330972211426
4757,0.2727272727272727,0.19999999999999996,0.2530120481927711,0.17177914110429449,0.053156146179401995,0.10763888888888888,0.4308755760368664,0.17601696549064982,0.24806201550387552,0.15168539325842695,0.28985507246376807,0.17146831717102473,0.03828987503786471,0.203013797755123,0.7530148115063806
6681,0.25716700327343167,0.11264339496737696,0.16327404069212928,0.15847268237096956,0.04983388704318936,0.1318968172180841,0.4004763482290435,0.2077820677092412,0.5711303185591308,0.18488890947358608,0.3173407136971964,0.23430546758648363,0.04317803975308147,0.19645501516767672,0.8528159583960729
6789,0.2524156578314002,0.16971803601600383,0.17728619881928293,0.11385296658773567,0.03393606146844014,0.1115027277555502,0.25720480136589463,0.08968107603979411,0.32579997208061684,0.22713207305618519,0.687792831918849,0.3090644780224021,0.08182302221700802,0.14137512089562837,0.7791017208674319
4946,0.19834710743801653,0.15999999999999998,0.14457831325301204,0.05368098159509202,0.06976744186046512,0.11458333333333333,0.3294930875576037,0.11470985155195734,0.4961240310077515,0.16853932584269665,0.4347826086956521,0.2462329929752174,0.14324066740942587,0.07549986735994967,0.7636998158124344
2752,0.36363636363636354,0.13999999999999996,0.29518072289156627,0.006134969325153375,0.05813953488372092,0.09722222222222221,0.25806451612903225,0.10969732022363843,0.4031007751937983,0.07865168539325841,0.42028985507246386,0.2672953900943085,0.6130869275555426,0.006810675208332607,0.8562696253991566
6008,0.2152768715973382,0.21317166178907357,0.11489609755974031,0.040174855602932075,0.04006852767141997,0.09282375677767847,0.2704365921137948,0.06332494387968887,0.3881608697280377,0.17963904083348897,0.6822137999263317,0.24185785903865778,0.21576645305496317,0.05456162845339916,0.7037089901530229
6960,0.19022674173237847,0.11664729361153578,0.18378745707716207,0.0053636411682981095,0.048134140089440086,0.12678656177551448,0.23395801257489685,0.07098581397317766,0.4766315520050527,0.17432055945335018,0.44902267029539417,0.3906821442741512,0.6589300413340252,0.011152809389308165,0.8185772656988657
2787,0.23966942148760328,0.12333333333333334,0.13253012048192772,0.12269938650306747,0.06478405315614617,0.1840277777777778,0.4423963133640553,0.16175053017158447,0.4108527131782944,0.10674157303370786,0.3188405797101448,0.2996108949416343,0.05765014089023225,0.15693930977505716,0.8321403859024246
3537,0.36363636363636354,0.15999999999999998,0.15662650602409642,0.023006134969325156,0.08803986710963455,0.08680555555555555,0.18663594470046083,0.05070368228263078,0.29457364341085235,0.14044943820224715,0.6956521739130437,0.33091819848830445,0.33835414071778236,0.02410811566529331,0.8351720556597684
477,0.7107438016528925,0.18,0.29518072289156627,0.03067484662576687,0.11627906976744186,0.09027777777777778,0.14516129032258066,0.23693850009639306,0.3100775193798446,0.29775280898876405,0.34782608695652173,0.44171882930130263,0.21854995220577583,0.01838806055687683,0.8978763333775968
1446,0.18181818181818177,0.08666666666666666,0.14457831325301204,0.1763803680981595,0.0681063122923588,0.1875,0.3640552995391705,0.19066898014266442,0.4806201550387592,0.09550561797752811,0.2028985507246377,0.37467970010439405,0.034253125775773385,0.25286988348175077,0.8583875857406156
8262,0.22002602325724172,0.18465679367534002,0.22664547478389313,0.14689246823385851,0.03206226071212458,0.06649562664704686,0.17650452050091703,0.10830809257859922,0.29457364341085235,0.11797752808988764,0.5942028985507246,0.2651149157636051,0.057818098470491346,0.1916345170646786,0.7434803553166021
3844,0.3801652892561983,0.09333333333333334,0.18072289156626506,0.12730061349693253,0.02491694352159468,0.05555555555555555,0.25806451612903225,0.1436283015230373,0.20930232558139528,0.06741573033707866,0.3623188405797102,0.14541977181296578,0.05729155648392034,0.1297535428256864,0.9098427196974859
783,0.4628099173553719,0.20999999999999996,0.2771084337349398,0.061349693251533735,0.14119601328903655,0.006944444444444444,0.009216589861751154,0.17890881048775853,0.4263565891472867,0.2359550561797753,0.6086956521739129,0.33229571984435796,0.14148223805427762,0.05410112528859727,0.8180003848649005
594,0.4380165289256197,0.3733333333333333,0.1385542168674699,0.03834355828220859,0.14285714285714288,0.041666666666666664,0.07373271889400922,0.2446500867553496,0.4341085271317824,0.20786516853932585,0.24637681159420288,0.38275650215031737,0.16874865096947989,0.03375813195033765,0.6605420388336025
1929,0.2479338842975206,0.17333333333333334,0.41566265060240964,0.010736196319018405,0.08139534883720931,0.03819444444444444,0.38018433179723504,0.11548101021785229,0.2635658914728678,0.14044943820224715,0.24637681159420288,0.05686394975766264,0.4164782007090033,0.01545140855072031,0.7727614747930787
5791,0.6649199048778995,0.1564246792180679,0.3228528898541595,0.017008256164951385,0.10374635961831535,0.030799035301804563,0.026002156321690284,0.1920799131315883,0.322679698735179,0.2757830506716197,0.3287385903672285,0.6775376582834428,0.3377134291070786,0.009900336499047147,0.9083846752386197
5870,0.2479338842975206,0.2006422915911061,0.16720703649442317,0.049718393216997794,0.037311946265040793,0.09679925010082333,0.16932549281993436,0.05839348769804595,0.4095134849956835,0.13825325761131685,0.630619364002152,0.40835601646143416,0.17645313170555144,0.06291796785103251,0.7391562306282335
8010,0.2920419189015755,0.04625462562145225,0.20529295782343415,0.007772108032849892,0.05414537105563326,0.04654335633509991,0.13907720117427308,0.05787372792577357,0.2919606807202272,0.08086106777099347,0.5536557001776,0.23357053846292014,0.6007283092662888,0.010856846923810289,0.944529829041419
3477,0.23140495867768585,0.18666666666666665,0.31325301204819284,0.16411042944785276,0.061461794019933555,0.024305555555555552,0.23963133640552997,0.18295739348371143,0.27131782945736393,0.1348314606741573,0.2028985507246377,0.05992217898832683,0.03739792299554562,0.20919968607891848,0.7472950883474754
5590,0.24216484976550123,0.13157144661615713,0.21243543980467733,0.009694445902837821,0.08518789852923761,0.04841494541293809,0.3183194821571357,0.11788149787148001,0.48632338753816706,0.14988326556938053,0.28384147443806795,0.10040596290900802,0.4525630454123248,0.014579110248293026,0.8212218900437959
4552,0.2148760330578512,0.08,0.09036144578313253,0.09202453987730061,0.061461794019933555,0.08680555555555555,0.2465437788018433,0.13437439753229086,0.20930232558139528,0.20224719101123595,0.2753623188405798,0.24851072621466197,0.07560177273122266,0.1253876118581184,0.8801833230727132
6727,0.46430113061858225,0.14726812268282816,0.33743997831568706,0.033627021469294194,0.11811504120071141,0.017361111111111112,0.025449560371456476,0.17920595920850865,0.33321677208989087,0.39156894377482726,0.534924370979359,0.39478871819821487,0.22931725115490506,0.029618313809118803,0.8761282838676372
1370,0.23140495867768585,0.06000000000000001,0.22891566265060243,0.013803680981595092,0.03820598006644518,0.09374999999999999,0.24423963133640553,0.08270676691729406,0.4108527131782944,0.1853932584269663,0.49275362318840576,0.2723735408560311,0.4243953306491325,0.020759582507991082,0.9123940102230339
6041,0.24141757300674294,0.062102596443157604,0.20514356385891014,0.01888863415103319,0.04677989169723795,0.09941242685051138,0.18408372534295353,0.046403703631968704,0.16317853900836146,0.1939714370802783,0.5979935922593416,0.38622979214241165,0.3686235116422135,0.026748214578526167,0.912084518785029
4508,0.28099173553719003,0.10666666666666665,0.21686746987951808,0.02147239263803681,0.03322259136212625,0.06944444444444443,0.13133640552995393,0.0703682282629643,0.31782945736434076,0.2303370786516854,0.6521739130434783,0.3722438391699092,0.3472033137328737,0.027110572843153154,0.8680550498798514
2889,0.28099173553719003,0.04666666666666666,0.22891566265060243,0.00920245398773006,0.04817275747508305,0.059027777777777776,0.23963133640552997,0.08849045691151147,0.3643410852713176,0.11797752808988764,0.4492753623188406,0.1688715953307393,0.5187411291023375,0.012923521292673486,0.9415672363753638
7007,0.3424044846963128,0.23425409802328198,0.22029552621533827,0.07490335504577036,0.04273051593524153,0.10075207825616994,0.20840447277887278,0.09427414690572533,0.3310633492654141,0.1870383592402334,0.6479300297860646,0.3446157213742043,0.12053215255573058,0.07902523094430704,0.7485728831783061
2615,0.14876033057851235,0.06999999999999999,0.29518072289156627,0.007668711656441719,0.03488372093023256,0.09374999999999999,0.2557603686635945,0.09041835357625061,0.6434108527131781,0.1292134831460674,0.3333333333333335,0.25956965645681596,0.5252387736239081,0.016536634980759544,0.869784665330867
2413,0.28099173553719003,0.06666666666666667,0.18674698795180725,0.007668711656441719,0.059800664451827246,0.06597222222222222,0.1543778801843318,0.10391363022942102,0.46511627906976694,0.10112359550561799,0.4057971014492754,0.3011033526997494,0.5512293517101905,0.011013066452610076,0.91686395419259
1404,0.19834710743801653,0.05333333333333333,0.1987951807228916,0.007668711656441719,0.079734219269103,0.06944444444444443,0.17511520737327188,0.07499518025833751,0.46511627906976694,0.1348314606741573,0.42028985507246386,0.27968112365948555,0.556427467327447,0.01422602763378272,0.9121058534577005
2097,0.2479338842975206,0.09999999999999999,0.1746987951807229,0.17791411042944782,0.043189368770764125,0.12847222222222224,0.5299539170506912,0.20223636013109925,0.4883720930232558,0.16853932584269665,0.26086956521739135,0.16573237485985626,0.03576375550060948,0.22423411660413423,0.865208442373703
1589,0.23140495867768585,0.33333333333333326,0.18072289156626506,0.06901840490797545,0.079734219269103,0.10069444444444443,0.2695852534562212,0.15018315018314965,0.4031007751937983,0.08988764044943821,0.14492753623188404,0.2650659580525766,0.09073746232264594,0.0864503874867951,0.5670441469595131
2816,0.2644628099173554,0.03333333333333334,0.18072289156626506,0.06748466257668712,0.07807308970099668,0.10416666666666666,0.2672811059907834,0.14247156352419665,0.5813953488372094,0.11235955056179776,0.3623188405797102,0.27728519487146774,0.10990933580511543,0.08523478070046954,0.955062227132994
1091,0.2727272727272727,0.2533333333333333,0.12048192771084339,0.019938650306748466,0.11295681063122924,0.09374999999999999,0.11059907834101383,0.1636784268363236,0.5038759689922481,0.2359550561797753,0.34782608695652173,0.5941778354229716,0.3028141422118283,0.024759173100148035,0.690703118468357
5782,0.28925619834710736,0.1256827543973341,0.2530120481927711,0.2104830400404909,0.05213044675548167,0.17729247074444343,0.3927252546571421,0.23841345265779806,0.4370738678046505,0.32203537849663066,0.15047143401159369,0.3259363790397324,0.025916484808701123,0.24534574525050815,0.8480954625523711
3901,0.2479338842975206,0.03333333333333334,0.2349397590361446,0.012269938650306747,0.04152823920265781,0.0625,0.22119815668202766,0.07904376325429041,0.39534883720930214,0.2134831460674157,0.4782608695652175,0.19600213626306562,0.451351273064334,0.01813250109713361,0.9517978885924725
4368,0.18181818181818177,0.05333333333333333,0.16265060240963858,0.17484662576687116,0.03488372093023256,0.13194444444444445,0.2119815668202765,0.13321765953345022,0.33333333333333304,0.06741573033707866,0.4057971014492754,0.4496942745969983,0.0412942096573299,0.2528136656916934,0.9070387851426229
7729,0.2758914981694861,0.06921914185671883,0.1904646308523625,0.07653837377736195,0.04152823920265781,0.05555555555555555,0.24056577110116611,0.11659914259227183,0.3429012204882505,0.14600372646236442,0.45697804513088836,0.15902994367962436,0.10812904819725498,0.09334374819205582,0.912503514296013
8533,0.2593504137298662,0.1348217787315483,0.20481927710843376,0.20905265864344025,0.043560243869987116,0.15812337955866457,0.3106634416607795,0.15419137579678216,0.5074454781946092,0.15730337078651685,0.6287159429175915,0.3704924323779293,0.03941408571102459,0.25593133960177944,0.8262878438332071
6966,0.2041777913654138,0.08941102551043015,0.17115454112388268,0.01443505188123393,0.04592461014328587,0.049631454613369985,0.18311042156540816,0.07959833241890929,0.38167123872734815,0.10508715031019707,0.4066506876660433,0.18443384181748054,0.39488176834160166,0.02287804223934434,0.8631838607622769
518,0.6694214876033058,0.33333333333333326,0.3493975903614458,0.019938650306748466,0.10299003322259136,0.01388888888888889,0.027649769585253458,0.20994794679005224,0.2868217054263562,0.2303370786516854,0.28985507246376807,0.30566364029399046,0.29077640078239225,0.011442111094090192,0.7798626787057943
7801,0.2266318222375459,0.06488432351847209,0.18768131938863783,0.011622008449780579,0.05360025161499865,0.10710035063016014,0.2942161335552356,0.100166042465506,0.49121181599911135,0.1548554485797632,0.3843684533681056,0.2580507826656309,0.4394132550099247,0.018153480345627877,0.9042593106508728
6950,0.22903537056148035,0.14284373117252175,0.160270359249175,0.06277619669185781,0.029964253232005633,0.18588527735574428,0.27740811143925564,0.06675109385163341,0.36404278724288813,0.11558112541641427,0.6216173883684624,0.4905622139810981,0.14007954179647314,0.08303296001932406,0.8028058554650389
1772,0.2479338842975206,0.08,0.22891566265060243,0.06288343558282208,0.051495016611295685,0.09027777777777778,0.22350230414746544,0.13283208020050097,0.5038759689922481,0.20224719101123595,0.3913043478260869,0.28691775905708133,0.1200069518871477,0.08122488361168756,0.8909255079006781
2140,0.2148760330578512,0.12000000000000001,0.25903614457831325,0.18404907975460122,0.0398671096345515,0.21875,0.5161290322580645,0.19838056680161742,0.2790697674418601,0.08988764044943821,0.1304347826086958,0.3062425985450854,0.03022139829485657,0.24526528782669083,0.8259885167334371
1906,0.3223140495867768,0.12666666666666665,0.21084337349397592,0.07208588957055215,0.03488372093023256,0.10069444444444443,0.2557603686635945,0.09427414690572533,0.3023255813953485,0.11235955056179776,0.6086956521739129,0.28005587149556016,0.12145307558155106,0.08035998701900475,0.8580115614139929
6754,0.2523569872443922,0.07615021717396829,0.2159341274228343,0.01477576512905348,0.04545880587351683,0.14333908750413388,0.26825446780524526,0.06070156758752198,0.34184963881838265,0.2667351911029964,0.5980811264968948,0.38683592121841087,0.4351869868607593,0.020779939248623355,0.8968934284571514
5997,0.23146696396477925,0.3333291652001453,0.012074557468959895,0.021475269417077572,0.08804298282381158,0.12499348729189383,0.10828340608335131,0.12782473191807445,0.48842540635472953,0.30336376157327877,0.521838803184929,0.809454978476372,0.32146269370625447,0.028418631295875497,0.5670933262801514
3460,0.23140495867768585,0.22666666666666663,0.07831325301204821,0.18711656441717792,0.05813953488372092,0.08680555555555555,0.35023041474654376,0.20454983612878408,0.4031007751937983,0.14044943820224715,0.14492753623188404,0.1699748805595232,0.03003704052370883,0.23605427758650877,0.6970152997241046
5005,0.2148760330578512,0.10666666666666665,0.16265060240963858,0.013803680981595092,0.051495016611295685,0.11805555555555555,0.22811059907834103,0.03913630229419596,0.31782945736434076,0.044943820224719086,0.63768115942029,0.3722438391699092,0.46251484517568,0.021342630041291492,0.8439446272675344
5633,0.08264462809917356,0.09200142060595035,0.1284342484117893,0.14822112035692336,0.04571407333133633,0.05888977676760786,0.24387086954336748,0.11663733739947402,0.7038693615227114,0.1280850990810662,0.5924594445326147,0.16529921655953073,0.05720640334744365,0.2658926782725334,0.7987404602115682
7588,0.1239669421487603,0.31711443639860787,0.014655629760294027,0.017969965138196937,0.07332275627221714,0.019361520813297534,0.06885616163431937,0.11690017626078769,0.6555825553328476,0.3515344596409187,0.6743240122157891,0.19376766889977087,0.40054972555190466,0.03167056080703066,0.4796857651783506
7251,0.22531118259305882,0.1280642860938681,0.16867469879518077,0.06546677412049075,0.036981151318538415,0.09283801009111067,0.2134362362831338,0.0604648788407325,0.28437470330666603,0.18273991006831267,0.6773528537136215,0.31003298272898105,0.138677289766494,0.08735742966634438,0.8205602387086166
4901,0.11570247933884298,0.09333333333333334,0.2771084337349398,0.08588957055214724,0.09468438538205981,0.1388888888888889,0.41705069124423966,0.12550607287449367,0.3643410852713176,0.11235955056179776,0.2512077294685986,0.23552300297550927,0.07959817344771553,0.1447305042233929,0.8163644390394253
2111,0.3471074380165289,0.13999999999999996,0.1746987951807229,0.19325153374233128,0.061461794019933555,0.08680555555555555,0.2465437788018433,0.21573163678426965,0.4108527131782944,0.08426966292134831,0.24637681159420288,0.24851072621466197,0.03185096628598062,0.20499494231544396,0.8511573954314144
4091,0.23966942148760328,0.09999999999999999,0.1987951807228916,0.11503067484662576,0.06478405315614617,0.1527777777777778,0.391705069124424,0.14671293618662062,0.3023255813953485,0.16853932584269665,0.30434782608695654,0.27918287937743186,0.06113047554984814,0.14807992281478244,0.8622796816927751
1796,0.25619834710743805,0.11333333333333333,0.24096385542168677,0.010736196319018405,0.04817275747508305,0.07291666666666666,0.21889400921658986,0.05764411027568883,0.24031007751937938,0.09550561797752811,0.49275362318840576,0.2338097622991871,0.49125109458800037,0.015417181837361838,0.8512620562281956
1109,0.4380165289256197,0.1933333333333333,0.1927710843373494,0.023006134969325156,0.09136212624584718,0.010416666666666666,0.020737327188940096,0.1667630614999034,0.44961240310077466,0.3258426966292135,0.4637681159420288,0.29234760051880676,0.2947889812588709,0.020784740078431268,0.8257917958814947
7447,0.1975394848780983,0.19478814241332762,0.2612536904608524,0.029590746916028098,0.049146734183555876,0.11899441071788674,0.26972070148503824,0.08319915396433478,0.49157880636821166,0.20676716483426846,0.5118252708949167,0.31774575713670467,0.2509698822450181,0.042802336340909526,0.7165014927425405
4342,0.15702479338842973,0.04666666666666666,0.28313253012048195,0.16564417177914112,0.043189368770764125,0.16666666666666666,0.28110599078341014,0.1436283015230373,0.24031007751937938,0.06741573033707866,0.3623188405797102,0.4315418287937743,0.0424979838002735,0.25290318171124637,0.9091045899172325
2932,0.2975206611570248,0.08666666666666666,0.16265060240963858,0.10276073619631901,0.03654485049833887,0.1388888888888889,0.31797235023041476,0.11740890688259142,0.33333333333333304,0.08988764044943821,0.5507246376811596,0.3139861651534803,0.08225963314510597,0.11991237216807922,0.8969812205040899
8016,0.4241995765136283,0.17425608814180396,0.24698795180722893,0.09001850629808736,0.10505159111708683,0.028080176755773432,0.02749567732451435,0.18992420337624238,0.44814158498543805,0.2449717707903944,0.5612054138762148,0.6005870860944158,0.09813621239292909,0.08430610529132372,0.8400730969033465
4661,0.23140495867768585,0.21999999999999997,0.16265060240963858,0.1549079754601227,0.16777408637873756,0.06597222222222222,0.22350230414746544,0.18527086948139626,0.2790697674418601,0.10674157303370786,0.14492753623188404,0.20547013713120016,0.037927579636060055,0.19613891562325558,0.7053354929913089
3779,0.11570247933884298,0.06000000000000001,0.16265060240963858,0.0015337423312883434,0.03488372093023256,0.03472222222222222,0.14285714285714285,0.09774436090225436,0.44961240310077466,0.10674157303370786,0.26086956521739135,0.1666285191119249,0.7903426701039887,0.008499943946546615,0.8717816142687207
890,0.25619834710743805,0.24,0.0,0.012269938650306747,0.10132890365448506,0.10763888888888888,0.07373271889400922,0.14015808752650827,0.46511627906976694,0.20224719101123595,0.49275362318840576,0.9819782920335859,0.4554355067636069,0.016615769630503596,0.6962929247575049
4122,0.25619834710743805,0.13333333333333336,0.14457831325301204,0.023006134969325156,0.04152823920265781,0.16666666666666666,0.26497695852534564,0.03296703296703285,0.20155038759689914,0.11797752808988764,0.7536231884057971,0.4580827732578705,0.34924543058251023,0.03029092925892501,0.8262479800298062
5721,0.21286694980242366,0.08979741743841106,0.19806295459666648,0.06579838202647097,0.05824048964863236,0.06484038728959772,0.2360159734228051,0.12156292937010167,0.4783931138733979,0.17415730337078655,0.368244026772246,0.1896614926281148,0.11943253565650487,0.08948107411468352,0.8643822512308361
5386,0.2885658404934464,0.12638822233235675,0.21423283117602254,0.0656004343956322,0.028965697715581832,0.11248466449525614,0.2402541092723371,0.07318760365310975,0.23756731221327665,0.08333108651356198,0.6458355068872427,0.3352630453066036,0.13829448432104768,0.07806193140567935,0.8470497522535343
8029,0.2739728302413128,0.09421588925156574,0.17038009546345614,0.030906000704292724,0.04221840404429997,0.11864250531480154,0.19102367455113622,0.07088495199732933,0.2136914084795923,0.10684454534530331,0.5466217993198014,0.4450821884550451,0.24789600827056515,0.03886163702062443,0.8807258436200314
7927,0.2677274327173658,0.07798339786267089,0.16356171783313064,0.1394286364444756,0.047014103522590306,0.06775156806596122,0.2315955106059835,0.14204378812560117,0.2562691172255638,0.0910671982157161,0.371086675959402,0.20253339393388597,0.05215543154869448,0.17114026439205343,0.8993678532756215
5723,0.1915940805330022,0.07455255829662182,0.25073497960375263,0.14456478393441163,0.052122912600958575,0.13761886288546338,0.279729136357968,0.1286519902287556,0.2125168300476635,0.05398753212040683,0.4056199145392678,0.3547563593082954,0.05232936342760342,0.20679393090078677,0.8809625329218708
6820,0.2522052427305196,0.07243550024571363,0.1776094315036574,0.021627310156989592,0.04789311677088257,0.05352718106956824,0.18958791056426888,0.08815065012927191,0.32079193338953393,0.1696742272174968,0.4287561137965846,0.19432267407258189,0.3076272519261501,0.029346442988824967,0.9018888888453163
5689,0.20174140075302882,0.1453868807889158,0.3059918388821793,0.0821921633571833,0.04157271383354025,0.13546314883297086,0.2355270543996633,0.09000866906454962,0.38738935094735444,0.1696930041885295,0.5594590923591178,0.41546201461064153,0.10377528022768749,0.11372155931122827,0.7855440852450588
